,0
8938,"{'label': 'NEGATIVE', 'score': 0.9937261939048767}"
8939,"{'label': 'POSITIVE', 'score': 0.9997873902320862}"
8940,"{'label': 'NEGATIVE', 'score': 0.9882034659385681}"
8941,"{'label': 'POSITIVE', 'score': 0.9978188276290894}"
8942,"{'label': 'NEGATIVE', 'score': 0.6199970841407776}"
8943,"{'label': 'NEGATIVE', 'score': 0.9909591674804688}"
8944,"{'label': 'NEGATIVE', 'score': 0.9606327414512634}"
8945,"{'label': 'NEGATIVE', 'score': 0.9522174000740051}"
8946,"{'label': 'POSITIVE', 'score': 0.9997392296791077}"
8947,"{'label': 'NEGATIVE', 'score': 0.9984291195869446}"
8948,"{'label': 'NEGATIVE', 'score': 0.5209786891937256}"
8949,"{'label': 'NEGATIVE', 'score': 0.9987302422523499}"
8950,"{'label': 'NEGATIVE', 'score': 0.9970195889472961}"
8951,"{'label': 'NEGATIVE', 'score': 0.999097466468811}"
8952,"{'label': 'NEGATIVE', 'score': 0.9990161657333374}"
8953,"{'label': 'POSITIVE', 'score': 0.9973575472831726}"
8954,"{'label': 'NEGATIVE', 'score': 0.764808177947998}"
8955,"{'label': 'NEGATIVE', 'score': 0.9993127584457397}"
8956,"{'label': 'NEGATIVE', 'score': 0.9711272716522217}"
8957,"{'label': 'NEGATIVE', 'score': 0.9828968644142151}"
8958,"{'label': 'POSITIVE', 'score': 0.983215868473053}"
8959,"{'label': 'NEGATIVE', 'score': 0.9973580241203308}"
8960,"{'label': 'NEGATIVE', 'score': 0.9977487921714783}"
8961,"{'label': 'NEGATIVE', 'score': 0.9946461319923401}"
8962,"{'label': 'POSITIVE', 'score': 0.999850869178772}"
8963,"{'label': 'POSITIVE', 'score': 0.9968286156654358}"
8964,"{'label': 'POSITIVE', 'score': 0.9772911667823792}"
8965,"{'label': 'NEGATIVE', 'score': 0.9959419369697571}"
8966,"{'label': 'POSITIVE', 'score': 0.9961689114570618}"
8967,"{'label': 'NEGATIVE', 'score': 0.9982761144638062}"
8968,"{'label': 'NEGATIVE', 'score': 0.999600350856781}"
8969,"{'label': 'POSITIVE', 'score': 0.9961689114570618}"
8970,"{'label': 'NEGATIVE', 'score': 0.9969447255134583}"
8971,"{'label': 'NEGATIVE', 'score': 0.9990348815917969}"
8972,"{'label': 'NEGATIVE', 'score': 0.6485013365745544}"
8973,"{'label': 'NEGATIVE', 'score': 0.981700599193573}"
8974,"{'label': 'NEGATIVE', 'score': 0.9939795732498169}"
8975,"{'label': 'NEGATIVE', 'score': 0.9792305827140808}"
8976,"{'label': 'POSITIVE', 'score': 0.9636521339416504}"
8977,"{'label': 'NEGATIVE', 'score': 0.9995866417884827}"
8978,"{'label': 'POSITIVE', 'score': 0.9636521339416504}"
8979,"{'label': 'NEGATIVE', 'score': 0.9981033802032471}"
8980,"{'label': 'NEGATIVE', 'score': 0.7410263419151306}"
8981,"{'label': 'NEGATIVE', 'score': 0.9912936091423035}"
8982,"{'label': 'NEGATIVE', 'score': 0.9997983574867249}"
8983,"{'label': 'POSITIVE', 'score': 0.8539051413536072}"
8984,"{'label': 'POSITIVE', 'score': 0.9808130860328674}"
8985,"{'label': 'NEGATIVE', 'score': 0.7119369506835938}"
8986,"{'label': 'NEGATIVE', 'score': 0.9990653395652771}"
8987,"{'label': 'NEGATIVE', 'score': 0.9282946586608887}"
8988,"{'label': 'NEGATIVE', 'score': 0.9901214838027954}"
8989,"{'label': 'NEGATIVE', 'score': 0.9898870587348938}"
8990,"{'label': 'NEGATIVE', 'score': 0.9282946586608887}"
8991,"{'label': 'NEGATIVE', 'score': 0.9976623058319092}"
8992,"{'label': 'NEGATIVE', 'score': 0.9282946586608887}"
8993,"{'label': 'NEGATIVE', 'score': 0.9282946586608887}"
8994,"{'label': 'NEGATIVE', 'score': 0.9282946586608887}"
8995,"{'label': 'NEGATIVE', 'score': 0.9993608593940735}"
8996,"{'label': 'NEGATIVE', 'score': 0.9966333508491516}"
8997,"{'label': 'NEGATIVE', 'score': 0.9937483072280884}"
8998,"{'label': 'NEGATIVE', 'score': 0.9282946586608887}"
8999,"{'label': 'NEGATIVE', 'score': 0.999038815498352}"
9000,"{'label': 'NEGATIVE', 'score': 0.999038815498352}"
9001,"{'label': 'NEGATIVE', 'score': 0.9935986995697021}"
9002,"{'label': 'NEGATIVE', 'score': 0.6328085064888}"
9003,"{'label': 'POSITIVE', 'score': 0.9998780488967896}"
9004,"{'label': 'POSITIVE', 'score': 0.8291154503822327}"
9005,"{'label': 'POSITIVE', 'score': 0.9967873096466064}"
9006,"{'label': 'POSITIVE', 'score': 0.9991772770881653}"
9007,"{'label': 'NEGATIVE', 'score': 0.9972215890884399}"
9008,"{'label': 'NEGATIVE', 'score': 0.9282946586608887}"
9009,"{'label': 'POSITIVE', 'score': 0.9958398342132568}"
9010,"{'label': 'POSITIVE', 'score': 0.9885468482971191}"
9011,"{'label': 'POSITIVE', 'score': 0.9988129138946533}"
9012,"{'label': 'NEGATIVE', 'score': 0.9983910322189331}"
9013,"{'label': 'NEGATIVE', 'score': 0.9282946586608887}"
9014,"{'label': 'POSITIVE', 'score': 0.9998745918273926}"
9015,"{'label': 'NEGATIVE', 'score': 0.9980146884918213}"
9016,"{'label': 'NEGATIVE', 'score': 0.9948129653930664}"
9017,"{'label': 'NEGATIVE', 'score': 0.9983797073364258}"
9018,"{'label': 'NEGATIVE', 'score': 0.994537889957428}"
9019,"{'label': 'NEGATIVE', 'score': 0.9951446652412415}"
9020,"{'label': 'NEGATIVE', 'score': 0.9996969699859619}"
9021,"{'label': 'NEGATIVE', 'score': 0.9961965084075928}"
9022,"{'label': 'NEGATIVE', 'score': 0.9759885668754578}"
9023,"{'label': 'POSITIVE', 'score': 0.9657145738601685}"
9024,"{'label': 'NEGATIVE', 'score': 0.9282946586608887}"
9025,"{'label': 'NEGATIVE', 'score': 0.9993688464164734}"
9026,"{'label': 'POSITIVE', 'score': 0.9596315622329712}"
9027,"{'label': 'POSITIVE', 'score': 0.9976773858070374}"
9028,"{'label': 'NEGATIVE', 'score': 0.9953798055648804}"
9029,"{'label': 'POSITIVE', 'score': 0.9998527765274048}"
9030,"{'label': 'NEGATIVE', 'score': 0.9952736496925354}"
9031,"{'label': 'NEGATIVE', 'score': 0.9994484782218933}"
9032,"{'label': 'NEGATIVE', 'score': 0.9984489679336548}"
9033,"{'label': 'NEGATIVE', 'score': 0.9982284903526306}"
9034,"{'label': 'NEGATIVE', 'score': 0.9983383417129517}"
9035,"{'label': 'NEGATIVE', 'score': 0.9990177154541016}"
9036,"{'label': 'NEGATIVE', 'score': 0.9940191507339478}"
9037,"{'label': 'POSITIVE', 'score': 0.6429117918014526}"
9038,"{'label': 'POSITIVE', 'score': 0.9990146160125732}"
9039,"{'label': 'NEGATIVE', 'score': 0.9976624250411987}"
9040,"{'label': 'POSITIVE', 'score': 0.9990942478179932}"
9041,"{'label': 'NEGATIVE', 'score': 0.9699440598487854}"
9042,"{'label': 'NEGATIVE', 'score': 0.9833939671516418}"
9043,"{'label': 'POSITIVE', 'score': 0.8533197045326233}"
9044,"{'label': 'NEGATIVE', 'score': 0.9282946586608887}"
9045,"{'label': 'NEGATIVE', 'score': 0.9992844462394714}"
9046,"{'label': 'NEGATIVE', 'score': 0.9282946586608887}"
9047,"{'label': 'POSITIVE', 'score': 0.9970128536224365}"
9048,"{'label': 'NEGATIVE', 'score': 0.9923743605613708}"
9049,"{'label': 'POSITIVE', 'score': 0.9998393058776855}"
9050,"{'label': 'NEGATIVE', 'score': 0.9991304278373718}"
9051,"{'label': 'POSITIVE', 'score': 0.9991127848625183}"
9052,"{'label': 'POSITIVE', 'score': 0.9990347623825073}"
9053,"{'label': 'NEGATIVE', 'score': 0.9993166923522949}"
9054,"{'label': 'NEGATIVE', 'score': 0.9919055700302124}"
9055,"{'label': 'POSITIVE', 'score': 0.994350016117096}"
9056,"{'label': 'POSITIVE', 'score': 0.989963948726654}"
9057,"{'label': 'POSITIVE', 'score': 0.9789503812789917}"
9058,"{'label': 'NEGATIVE', 'score': 0.9979193806648254}"
9059,"{'label': 'POSITIVE', 'score': 0.9997292160987854}"
9060,"{'label': 'NEGATIVE', 'score': 0.9282946586608887}"
9061,"{'label': 'NEGATIVE', 'score': 0.9948474168777466}"
9062,"{'label': 'NEGATIVE', 'score': 0.9528949856758118}"
9063,"{'label': 'NEGATIVE', 'score': 0.9995414018630981}"
9064,"{'label': 'NEGATIVE', 'score': 0.9988401532173157}"
9065,"{'label': 'NEGATIVE', 'score': 0.9820107817649841}"
9066,"{'label': 'POSITIVE', 'score': 0.9680750966072083}"
9067,"{'label': 'NEGATIVE', 'score': 0.9882336854934692}"
9068,"{'label': 'NEGATIVE', 'score': 0.9994305968284607}"
9069,"{'label': 'NEGATIVE', 'score': 0.998498797416687}"
9070,"{'label': 'POSITIVE', 'score': 0.9856329560279846}"
9071,"{'label': 'POSITIVE', 'score': 0.998542070388794}"
9072,"{'label': 'NEGATIVE', 'score': 0.9997918009757996}"
9073,"{'label': 'NEGATIVE', 'score': 0.9188900589942932}"
9074,"{'label': 'NEGATIVE', 'score': 0.9989935755729675}"
9075,"{'label': 'NEGATIVE', 'score': 0.9888004064559937}"
9076,"{'label': 'NEGATIVE', 'score': 0.9802806973457336}"
9077,"{'label': 'NEGATIVE', 'score': 0.9930112957954407}"
9078,"{'label': 'NEGATIVE', 'score': 0.9188900589942932}"
9079,"{'label': 'NEGATIVE', 'score': 0.9997144341468811}"
9080,"{'label': 'NEGATIVE', 'score': 0.9991102814674377}"
9081,"{'label': 'NEGATIVE', 'score': 0.9875998497009277}"
9082,"{'label': 'NEGATIVE', 'score': 0.997776210308075}"
9083,"{'label': 'NEGATIVE', 'score': 0.9918259382247925}"
9084,"{'label': 'NEGATIVE', 'score': 0.9989446997642517}"
9085,"{'label': 'NEGATIVE', 'score': 0.9537927508354187}"
9086,"{'label': 'NEGATIVE', 'score': 0.9894049167633057}"
9087,"{'label': 'POSITIVE', 'score': 0.9083472490310669}"
9088,"{'label': 'NEGATIVE', 'score': 0.751115083694458}"
9089,"{'label': 'NEGATIVE', 'score': 0.5760864019393921}"
9090,"{'label': 'NEGATIVE', 'score': 0.9717934727668762}"
9091,"{'label': 'POSITIVE', 'score': 0.8381218910217285}"
9092,"{'label': 'NEGATIVE', 'score': 0.7238696217536926}"
9093,"{'label': 'NEGATIVE', 'score': 0.9947984218597412}"
9094,"{'label': 'NEGATIVE', 'score': 0.9875528812408447}"
9095,"{'label': 'NEGATIVE', 'score': 0.9993543028831482}"
9096,"{'label': 'NEGATIVE', 'score': 0.9405240416526794}"
9097,"{'label': 'POSITIVE', 'score': 0.999256432056427}"
9098,"{'label': 'NEGATIVE', 'score': 0.9846075177192688}"
9099,"{'label': 'NEGATIVE', 'score': 0.9943234920501709}"
9100,"{'label': 'POSITIVE', 'score': 0.9964141845703125}"
9101,"{'label': 'NEGATIVE', 'score': 0.9987831711769104}"
9102,"{'label': 'NEGATIVE', 'score': 0.9768964648246765}"
9103,"{'label': 'NEGATIVE', 'score': 0.9808370471000671}"
9104,"{'label': 'NEGATIVE', 'score': 0.994858980178833}"
9105,"{'label': 'NEGATIVE', 'score': 0.9243587851524353}"
9106,"{'label': 'POSITIVE', 'score': 0.9852965474128723}"
9107,"{'label': 'NEGATIVE', 'score': 0.9992548823356628}"
9108,"{'label': 'POSITIVE', 'score': 0.5441830158233643}"
9109,"{'label': 'NEGATIVE', 'score': 0.9964172840118408}"
9110,"{'label': 'POSITIVE', 'score': 0.9957970380783081}"
9111,"{'label': 'NEGATIVE', 'score': 0.9902459383010864}"
9112,"{'label': 'NEGATIVE', 'score': 0.8860452771186829}"
9113,"{'label': 'NEGATIVE', 'score': 0.9972012042999268}"
9114,"{'label': 'NEGATIVE', 'score': 0.9993059635162354}"
9115,"{'label': 'POSITIVE', 'score': 0.9995737671852112}"
9116,"{'label': 'NEGATIVE', 'score': 0.9980672001838684}"
9117,"{'label': 'NEGATIVE', 'score': 0.9927908182144165}"
9118,"{'label': 'NEGATIVE', 'score': 0.987084686756134}"
9119,"{'label': 'NEGATIVE', 'score': 0.9982302784919739}"
9120,"{'label': 'NEGATIVE', 'score': 0.9990741014480591}"
9121,"{'label': 'NEGATIVE', 'score': 0.9969767332077026}"
9122,"{'label': 'NEGATIVE', 'score': 0.9959728121757507}"
9123,"{'label': 'POSITIVE', 'score': 0.9983620047569275}"
9124,"{'label': 'NEGATIVE', 'score': 0.9992687106132507}"
9125,"{'label': 'NEGATIVE', 'score': 0.9958321452140808}"
9126,"{'label': 'NEGATIVE', 'score': 0.9996988773345947}"
9127,"{'label': 'NEGATIVE', 'score': 0.9992414712905884}"
9128,"{'label': 'NEGATIVE', 'score': 0.9969903230667114}"
9129,"{'label': 'NEGATIVE', 'score': 0.9840483665466309}"
9130,"{'label': 'NEGATIVE', 'score': 0.9732813835144043}"
9131,"{'label': 'NEGATIVE', 'score': 0.9376294612884521}"
9132,"{'label': 'NEGATIVE', 'score': 0.9804310202598572}"
9133,"{'label': 'NEGATIVE', 'score': 0.9970998764038086}"
9134,"{'label': 'NEGATIVE', 'score': 0.9983672499656677}"
9135,"{'label': 'NEGATIVE', 'score': 0.9960432052612305}"
9136,"{'label': 'NEGATIVE', 'score': 0.9948847889900208}"
9137,"{'label': 'NEGATIVE', 'score': 0.9958322644233704}"
9138,"{'label': 'POSITIVE', 'score': 0.9998520612716675}"
9139,"{'label': 'POSITIVE', 'score': 0.9998520612716675}"
9140,"{'label': 'POSITIVE', 'score': 0.9714604020118713}"
9141,"{'label': 'NEGATIVE', 'score': 0.9871975779533386}"
9142,"{'label': 'NEGATIVE', 'score': 0.537153959274292}"
9143,"{'label': 'NEGATIVE', 'score': 0.9879642724990845}"
9144,"{'label': 'NEGATIVE', 'score': 0.99643874168396}"
9145,"{'label': 'POSITIVE', 'score': 0.9997679591178894}"
9146,"{'label': 'NEGATIVE', 'score': 0.9883695840835571}"
9147,"{'label': 'NEGATIVE', 'score': 0.9981672763824463}"
9148,"{'label': 'NEGATIVE', 'score': 0.9988119602203369}"
9149,"{'label': 'NEGATIVE', 'score': 0.9086838960647583}"
9150,"{'label': 'POSITIVE', 'score': 0.9995651841163635}"
9151,"{'label': 'NEGATIVE', 'score': 0.9982638955116272}"
9152,"{'label': 'POSITIVE', 'score': 0.9988446235656738}"
9153,"{'label': 'NEGATIVE', 'score': 0.9607565999031067}"
9154,"{'label': 'NEGATIVE', 'score': 0.996738851070404}"
9155,"{'label': 'POSITIVE', 'score': 0.6557891368865967}"
9156,"{'label': 'NEGATIVE', 'score': 0.996522068977356}"
9157,"{'label': 'NEGATIVE', 'score': 0.9992444515228271}"
9158,"{'label': 'NEGATIVE', 'score': 0.9995185136795044}"
9159,"{'label': 'NEGATIVE', 'score': 0.9997456669807434}"
9160,"{'label': 'NEGATIVE', 'score': 0.9821382761001587}"
9161,"{'label': 'NEGATIVE', 'score': 0.9936546087265015}"
9162,"{'label': 'POSITIVE', 'score': 0.9995725750923157}"
9163,"{'label': 'NEGATIVE', 'score': 0.9704157710075378}"
9164,"{'label': 'POSITIVE', 'score': 0.9984097480773926}"
9165,"{'label': 'NEGATIVE', 'score': 0.9996671676635742}"
9166,"{'label': 'POSITIVE', 'score': 0.9932550191879272}"
9167,"{'label': 'POSITIVE', 'score': 0.9988943934440613}"
9168,"{'label': 'NEGATIVE', 'score': 0.9986391663551331}"
9169,"{'label': 'NEGATIVE', 'score': 0.9912768602371216}"
9170,"{'label': 'NEGATIVE', 'score': 0.9951534271240234}"
9171,"{'label': 'NEGATIVE', 'score': 0.9817190766334534}"
9172,"{'label': 'POSITIVE', 'score': 0.9977593421936035}"
9173,"{'label': 'NEGATIVE', 'score': 0.9998008608818054}"
9174,"{'label': 'NEGATIVE', 'score': 0.9836681485176086}"
9175,"{'label': 'NEGATIVE', 'score': 0.9965315461158752}"
9176,"{'label': 'NEGATIVE', 'score': 0.9944552779197693}"
9177,"{'label': 'NEGATIVE', 'score': 0.9993811845779419}"
9178,"{'label': 'NEGATIVE', 'score': 0.9842371344566345}"
9179,"{'label': 'NEGATIVE', 'score': 0.9821382761001587}"
9180,"{'label': 'NEGATIVE', 'score': 0.9995658993721008}"
9181,"{'label': 'NEGATIVE', 'score': 0.999320387840271}"
9182,"{'label': 'NEGATIVE', 'score': 0.9853475093841553}"
9183,"{'label': 'NEGATIVE', 'score': 0.9792948961257935}"
9184,"{'label': 'POSITIVE', 'score': 0.9970512390136719}"
9185,"{'label': 'POSITIVE', 'score': 0.9987508058547974}"
9186,"{'label': 'NEGATIVE', 'score': 0.9807116389274597}"
9187,"{'label': 'NEGATIVE', 'score': 0.9979121088981628}"
9188,"{'label': 'NEGATIVE', 'score': 0.9995705485343933}"
9189,"{'label': 'NEGATIVE', 'score': 0.9972912669181824}"
9190,"{'label': 'NEGATIVE', 'score': 0.9883816838264465}"
9191,"{'label': 'NEGATIVE', 'score': 0.9979203343391418}"
9192,"{'label': 'NEGATIVE', 'score': 0.9886310696601868}"
9193,"{'label': 'NEGATIVE', 'score': 0.9943779110908508}"
9194,"{'label': 'NEGATIVE', 'score': 0.9990456700325012}"
9195,"{'label': 'POSITIVE', 'score': 0.9986847043037415}"
9196,"{'label': 'NEGATIVE', 'score': 0.9990668892860413}"
9197,"{'label': 'POSITIVE', 'score': 0.997201681137085}"
9198,"{'label': 'NEGATIVE', 'score': 0.9949925541877747}"
9199,"{'label': 'NEGATIVE', 'score': 0.9991021156311035}"
9200,"{'label': 'POSITIVE', 'score': 0.9998520612716675}"
9201,"{'label': 'NEGATIVE', 'score': 0.9975372552871704}"
9202,"{'label': 'NEGATIVE', 'score': 0.9967316389083862}"
9203,"{'label': 'NEGATIVE', 'score': 0.9933046698570251}"
9204,"{'label': 'NEGATIVE', 'score': 0.9897700548171997}"
9205,"{'label': 'POSITIVE', 'score': 0.9648853540420532}"
9206,"{'label': 'POSITIVE', 'score': 0.9447060227394104}"
9207,"{'label': 'NEGATIVE', 'score': 0.9971151351928711}"
9208,"{'label': 'NEGATIVE', 'score': 0.9987205862998962}"
9209,"{'label': 'NEGATIVE', 'score': 0.9979121088981628}"
9210,"{'label': 'NEGATIVE', 'score': 0.9958322644233704}"
9211,"{'label': 'NEGATIVE', 'score': 0.9928213953971863}"
9212,"{'label': 'POSITIVE', 'score': 0.9827540516853333}"
9213,"{'label': 'NEGATIVE', 'score': 0.9996815919876099}"
9214,"{'label': 'NEGATIVE', 'score': 0.9967507123947144}"
9215,"{'label': 'POSITIVE', 'score': 0.9920766353607178}"
9216,"{'label': 'NEGATIVE', 'score': 0.9983137845993042}"
9217,"{'label': 'NEGATIVE', 'score': 0.9922361969947815}"
9218,"{'label': 'NEGATIVE', 'score': 0.998763918876648}"
9219,"{'label': 'POSITIVE', 'score': 0.996458113193512}"
9220,"{'label': 'NEGATIVE', 'score': 0.987522542476654}"
9221,"{'label': 'POSITIVE', 'score': 0.8405232429504395}"
9222,"{'label': 'NEGATIVE', 'score': 0.9919370412826538}"
9223,"{'label': 'NEGATIVE', 'score': 0.9815160036087036}"
9224,"{'label': 'NEGATIVE', 'score': 0.9987389445304871}"
9225,"{'label': 'NEGATIVE', 'score': 0.9990255832672119}"
9226,"{'label': 'POSITIVE', 'score': 0.9907580614089966}"
9227,"{'label': 'POSITIVE', 'score': 0.9988943934440613}"
9228,"{'label': 'NEGATIVE', 'score': 0.9799001812934875}"
9229,"{'label': 'POSITIVE', 'score': 0.99724280834198}"
9230,"{'label': 'NEGATIVE', 'score': 0.998856782913208}"
9231,"{'label': 'NEGATIVE', 'score': 0.9950255751609802}"
9232,"{'label': 'NEGATIVE', 'score': 0.9970781803131104}"
9233,"{'label': 'NEGATIVE', 'score': 0.98045414686203}"
9234,"{'label': 'NEGATIVE', 'score': 0.998789370059967}"
9235,"{'label': 'POSITIVE', 'score': 0.9764249324798584}"
9236,"{'label': 'NEGATIVE', 'score': 0.9988079071044922}"
9237,"{'label': 'NEGATIVE', 'score': 0.9997841715812683}"
9238,"{'label': 'NEGATIVE', 'score': 0.9939563870429993}"
9239,"{'label': 'POSITIVE', 'score': 0.9952458739280701}"
9240,"{'label': 'POSITIVE', 'score': 0.9479526877403259}"
9241,"{'label': 'NEGATIVE', 'score': 0.9887229204177856}"
9242,"{'label': 'NEGATIVE', 'score': 0.9994391798973083}"
9243,"{'label': 'NEGATIVE', 'score': 0.9948680400848389}"
9244,"{'label': 'NEGATIVE', 'score': 0.9763866066932678}"
9245,"{'label': 'NEGATIVE', 'score': 0.9961948394775391}"
9246,"{'label': 'NEGATIVE', 'score': 0.9996175765991211}"
9247,"{'label': 'NEGATIVE', 'score': 0.9987323880195618}"
9248,"{'label': 'POSITIVE', 'score': 0.9092783331871033}"
9249,"{'label': 'NEGATIVE', 'score': 0.9966422319412231}"
9250,"{'label': 'POSITIVE', 'score': 0.7747238874435425}"
9251,"{'label': 'NEGATIVE', 'score': 0.9960873126983643}"
9252,"{'label': 'NEGATIVE', 'score': 0.9735045433044434}"
9253,"{'label': 'POSITIVE', 'score': 0.983215868473053}"
9254,"{'label': 'NEGATIVE', 'score': 0.9961963891983032}"
9255,"{'label': 'POSITIVE', 'score': 0.9994102716445923}"
9256,"{'label': 'NEGATIVE', 'score': 0.9996151924133301}"
9257,"{'label': 'NEGATIVE', 'score': 0.9398040175437927}"
9258,"{'label': 'POSITIVE', 'score': 0.9998661279678345}"
9259,"{'label': 'NEGATIVE', 'score': 0.994976818561554}"
9260,"{'label': 'NEGATIVE', 'score': 0.9991483688354492}"
9261,"{'label': 'NEGATIVE', 'score': 0.9568544626235962}"
9262,"{'label': 'POSITIVE', 'score': 0.9991200566291809}"
9263,"{'label': 'POSITIVE', 'score': 0.9998227953910828}"
9264,"{'label': 'NEGATIVE', 'score': 0.9693261981010437}"
9265,"{'label': 'NEGATIVE', 'score': 0.9973675608634949}"
9266,"{'label': 'NEGATIVE', 'score': 0.9828271865844727}"
9267,"{'label': 'NEGATIVE', 'score': 0.9914259910583496}"
9268,"{'label': 'NEGATIVE', 'score': 0.9960604310035706}"
9269,"{'label': 'POSITIVE', 'score': 0.9995619654655457}"
9270,"{'label': 'NEGATIVE', 'score': 0.992438793182373}"
9271,"{'label': 'NEGATIVE', 'score': 0.9935204386711121}"
9272,"{'label': 'NEGATIVE', 'score': 0.5802565217018127}"
9273,"{'label': 'NEGATIVE', 'score': 0.9693324565887451}"
9274,"{'label': 'NEGATIVE', 'score': 0.9944552779197693}"
9275,"{'label': 'NEGATIVE', 'score': 0.9997565150260925}"
9276,"{'label': 'POSITIVE', 'score': 0.9719093441963196}"
9277,"{'label': 'NEGATIVE', 'score': 0.9977772831916809}"
9278,"{'label': 'NEGATIVE', 'score': 0.9975957274436951}"
9279,"{'label': 'NEGATIVE', 'score': 0.9896813035011292}"
9280,"{'label': 'NEGATIVE', 'score': 0.9961763620376587}"
9281,"{'label': 'NEGATIVE', 'score': 0.8949943780899048}"
9282,"{'label': 'POSITIVE', 'score': 0.998908519744873}"
9283,"{'label': 'NEGATIVE', 'score': 0.5800854563713074}"
9284,"{'label': 'NEGATIVE', 'score': 0.9984226226806641}"
9285,"{'label': 'NEGATIVE', 'score': 0.9828271865844727}"
9286,"{'label': 'NEGATIVE', 'score': 0.9575014710426331}"
9287,"{'label': 'NEGATIVE', 'score': 0.9832268357276917}"
9288,"{'label': 'NEGATIVE', 'score': 0.9951666593551636}"
9289,"{'label': 'POSITIVE', 'score': 0.9391931295394897}"
9290,"{'label': 'NEGATIVE', 'score': 0.9995511174201965}"
9291,"{'label': 'POSITIVE', 'score': 0.9923285841941833}"
9292,"{'label': 'NEGATIVE', 'score': 0.9665170311927795}"
9293,"{'label': 'NEGATIVE', 'score': 0.9995511174201965}"
9294,"{'label': 'NEGATIVE', 'score': 0.9995511174201965}"
9295,"{'label': 'POSITIVE', 'score': 0.9601154327392578}"
9296,"{'label': 'NEGATIVE', 'score': 0.9984752535820007}"
9297,"{'label': 'POSITIVE', 'score': 0.9971417784690857}"
9298,"{'label': 'NEGATIVE', 'score': 0.9987504482269287}"
9299,"{'label': 'NEGATIVE', 'score': 0.9953558444976807}"
9300,"{'label': 'NEGATIVE', 'score': 0.9988817572593689}"
9301,"{'label': 'NEGATIVE', 'score': 0.905390202999115}"
9302,"{'label': 'NEGATIVE', 'score': 0.989910900592804}"
9303,"{'label': 'NEGATIVE', 'score': 0.9940343499183655}"
9304,"{'label': 'POSITIVE', 'score': 0.9923285841941833}"
9305,"{'label': 'POSITIVE', 'score': 0.9992142915725708}"
9306,"{'label': 'NEGATIVE', 'score': 0.998928964138031}"
9307,"{'label': 'NEGATIVE', 'score': 0.7427467107772827}"
9308,"{'label': 'NEGATIVE', 'score': 0.999776303768158}"
9309,"{'label': 'NEGATIVE', 'score': 0.9934571385383606}"
9310,"{'label': 'NEGATIVE', 'score': 0.9982397556304932}"
9311,"{'label': 'NEGATIVE', 'score': 0.9988458156585693}"
9312,"{'label': 'POSITIVE', 'score': 0.8999642133712769}"
9313,"{'label': 'NEGATIVE', 'score': 0.9875255823135376}"
9314,"{'label': 'NEGATIVE', 'score': 0.9992420673370361}"
9315,"{'label': 'NEGATIVE', 'score': 0.9981435537338257}"
9316,"{'label': 'POSITIVE', 'score': 0.9925357103347778}"
9317,"{'label': 'NEGATIVE', 'score': 0.9959198236465454}"
9318,"{'label': 'NEGATIVE', 'score': 0.9819372892379761}"
9319,"{'label': 'NEGATIVE', 'score': 0.9921649694442749}"
9320,"{'label': 'POSITIVE', 'score': 0.9894379377365112}"
9321,"{'label': 'NEGATIVE', 'score': 0.9991208910942078}"
9322,"{'label': 'NEGATIVE', 'score': 0.998246431350708}"
9323,"{'label': 'NEGATIVE', 'score': 0.9981122016906738}"
9324,"{'label': 'NEGATIVE', 'score': 0.8707914352416992}"
9325,"{'label': 'NEGATIVE', 'score': 0.9817869663238525}"
9326,"{'label': 'NEGATIVE', 'score': 0.99950110912323}"
9327,"{'label': 'NEGATIVE', 'score': 0.995647132396698}"
9328,"{'label': 'POSITIVE', 'score': 0.9997914433479309}"
9329,"{'label': 'NEGATIVE', 'score': 0.9932284951210022}"
9330,"{'label': 'NEGATIVE', 'score': 0.9857518076896667}"
9331,"{'label': 'POSITIVE', 'score': 0.9997158646583557}"
9332,"{'label': 'POSITIVE', 'score': 0.9946810603141785}"
9333,"{'label': 'NEGATIVE', 'score': 0.9994261264801025}"
9334,"{'label': 'POSITIVE', 'score': 0.9834644794464111}"
9335,"{'label': 'NEGATIVE', 'score': 0.9799935817718506}"
9336,"{'label': 'NEGATIVE', 'score': 0.9916192293167114}"
9337,"{'label': 'NEGATIVE', 'score': 0.9923088550567627}"
9338,"{'label': 'NEGATIVE', 'score': 0.9868742823600769}"
9339,"{'label': 'NEGATIVE', 'score': 0.9921649694442749}"
9340,"{'label': 'NEGATIVE', 'score': 0.9990360736846924}"
9341,"{'label': 'NEGATIVE', 'score': 0.9376724362373352}"
9342,"{'label': 'NEGATIVE', 'score': 0.9995725750923157}"
9343,"{'label': 'NEGATIVE', 'score': 0.6901572942733765}"
9344,"{'label': 'NEGATIVE', 'score': 0.9867678284645081}"
9345,"{'label': 'POSITIVE', 'score': 0.9369882941246033}"
9346,"{'label': 'NEGATIVE', 'score': 0.6250929832458496}"
9347,"{'label': 'POSITIVE', 'score': 0.9948405623435974}"
9348,"{'label': 'NEGATIVE', 'score': 0.9791222214698792}"
9349,"{'label': 'NEGATIVE', 'score': 0.9910423755645752}"
9350,"{'label': 'POSITIVE', 'score': 0.9995172023773193}"
9351,"{'label': 'NEGATIVE', 'score': 0.9987260699272156}"
9352,"{'label': 'NEGATIVE', 'score': 0.9755292534828186}"
9353,"{'label': 'NEGATIVE', 'score': 0.9967154264450073}"
